"EntityNumber","TypeOfAddress","CountryNL","CountryFR","Zipcode","MunicipalityNL","MunicipalityFR","StreetNL","StreetFR","HouseNumber","Box","ExtraAddressInfo","DateStrikingOff"
"2.151.301.533","BAET",,,"1000","Brussel","Bruxelles","Montoyerstraat","Rue Montoyer","3","","",
"2.009.956.596","BAET",,,"1180","Ukkel","Uccle","Stillelaan","Avenue du Silence","61","","",
"2.143.271.418","BAET",,,"1000","Brussel","Bruxelles","Kantersteen","Cantersteen","10","","",
"2.143.272.111","BAET",,,"1000","Brussel","Bruxelles","Keizerinlaan","Boulevard de l'Impératrice","5","","",
"2.143.272.408","BAET",,,"1000","Brussel","Bruxelles","Koloniënstraat","Rue des Colonies","2","","",
"2.143.273.594","BAET",,,"1030","Schaarbeek","Schaerbeek","Prinses Elisabethplein","Place Princesse Elisabeth","5","","",
"2.143.273.693","BAET",,,"1030","Schaarbeek","Schaerbeek","Prinses Elisabethplein","Place Princesse Elisabeth","6","","",
"2.143.273.792","BAET",,,"1030","Schaarbeek","Schaerbeek","Prinses Elisabethplein","Place Princesse Elisabeth","7","","",
"2.143.273.891","BAET",,,"1030","Schaarbeek","Schaerbeek","Vooruitgangstraat","Rue du Progrès","76","","",
"2.143.273.990","BAET",,,"1030","Schaarbeek","Schaerbeek","Vooruitgangstraat","Rue du Progrès","86","","",
"2.143.274.584","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Fonsnylaan","Avenue Fonsny","47B","","",
"2.143.274.683","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","40","","",
"2.143.274.782","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","52-5","5-6","",
"2.143.274.980","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","56-5","","",
"2.143.275.079","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","85","","",
"2.143.275.178","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Frankrijkstraat","Rue de France","89","","",
"2.143.275.475","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Onderwijsstraat","Rue de l'Instruction","157","","",
"2.143.275.574","BAET",,,"1070","Anderlecht","Anderlecht","Barastraat","Rue Bara","110","Et.5","",
"2.143.275.772","BAET",,,"1070","Anderlecht","Anderlecht","Barastraat","Rue Bara","114","","",
"2.143.275.871","BAET",,,"1070","Anderlecht","Anderlecht","Barastraat","Rue Bara","134","","",
"2.143.276.069","BAET",,,"1070","Anderlecht","Anderlecht","Charles Parentéstraat","Rue Charles Parenté","28","","",
"2.143.276.366","BAET",,,"1070","Anderlecht","Anderlecht","Frankrijkstraat","Rue de France","97","","",
"2.143.276.564","BAET",,,"1070","Anderlecht","Anderlecht","Tweestationsstraat","Rue des Deux Gares","128","","",
"2.143.277.356","BAET",,,"1190","Vorst","Forest","Gerijstraat","Rue du Charroi","20","","",
"2.143.277.653","BAET",,,"1000","Brussel","Bruxelles","Havenlaan","Avenue du Port","100","","",
"2.143.278.049","BAET",,,"1340","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Avenue des Combattants","Avenue des Combattants","s/n","","",
"2.143.280.722","BAET",,,"2000","Antwerpen","Antwerpen","Noorderplaats","Noorderplaats","2","","",
"2.143.280.821","BAET",,,"2018","Antwerpen","Antwerpen","Anneessensstraat","Anneessensstraat","1-3","","",
"2.143.281.118","BAET",,,"2018","Antwerpen","Antwerpen","Koningin Astridplein","Koningin Astridplein","27","","",
"2.143.281.712","BAET",,,"2030","Antwerpen","Antwerpen","Noorderlaan","Noorderlaan","630","","",
"2.143.284.581","BAET",,,"2800","Mechelen","Mechelen","Koning Albertplein","Koning Albertplein","2","","",
"2.143.284.680","BAET",,,"2800","Mechelen","Mechelen","Leuvensesteenweg","Leuvensesteenweg","1","","",
"2.143.284.779","BAET",,,"2800","Mechelen","Mechelen","Leuvensesteenweg","Leuvensesteenweg","30","","",
"2.143.286.165","BAET",,,"3000","Leuven","Leuven","Martelarenplein","Martelarenplein","16","","",
"2.143.286.264","BAET",,,"3000","Leuven","Leuven","Martelarenplein","Martelarenplein","20","","",
"2.143.286.363","BAET",,,"3010","Leuven","Leuven","Diestsesteenweg","Diestsesteenweg","3","","",
"2.143.286.660","BAET",,,"3200","Aarschot","Aarschot","Statiestraat","Statiestraat","2","","",
"2.143.286.957","BAET",,,"3300","Tienen","Tienen","Vierde Lansierslaan","Vierde Lansierslaan","z/n","","",
"2.143.287.155","BAET",,,"3500","Hasselt","Hasselt","de Schiervellaan","de Schiervellaan","26","","",
"2.143.287.254","BAET",,,"3500","Hasselt","Hasselt","Koningin Astridlaan","Koningin Astridlaan","68","","",
"2.143.287.452","BAET",,,"3500","Hasselt","Hasselt","Stationsplein","Stationsplein","2-6","","",
"2.143.287.551","BAET",,,"3511","Hasselt","Hasselt","Kuringersteenweg","Kuringersteenweg","324","","",
"2.143.288.937","BAET",,,"4000","Liège","Liège","Place des Guillemins","Place des Guillemins","2","","",
"2.143.289.333","BAET",,,"4000","Liège","Liège","Rue du Plan-Incliné","Rue du Plan-Incliné","145","","",
"2.143.289.432","BAET",,,"4000","Liège","Liège","Rue Varin","Rue Varin","2","","",
"2.143.289.531","BAET",,,"4020","Liège","Liège","Rue de la Lèche","Rue de la Lèche","33","","",
"2.143.290.026","BAET",,,"4031","Liège","Liège","Rue de Chênée","Rue de Chênée","3","","",
"2.143.291.907","BAET",,,"4800","Verviers","Verviers","Place de la Victoire","Place de la Victoire","1","","",
"2.143.292.204","BAET",,,"4800","Verviers","Verviers","Rue d' Ensival","Rue d' Ensival","1","","",
"2.143.293.390","BAET",,,"5000","Namur","Namur","Boulevard du Nord","Boulevard du Nord","60","","",
"2.143.293.489","BAET",,,"5000","Namur","Namur","Boulevard du Nord","Boulevard du Nord","62","","",
"2.143.293.588","BAET",,,"5000","Namur","Namur","Boulevard Ernest Mélot","Boulevard Ernest Mélot","23","","",
"2.143.293.687","BAET",,,"5000","Namur","Namur","Place de la Station","Place de la Station","s/n","","",
"2.143.293.984","BAET",,,"5000","Namur","Namur","Rue des Bas Prés","Rue des Bas Prés","s/n","","",
"2.143.294.083","BAET",,,"5020","Namur","Namur","Rue Jean-Joseph Gaillard(FW)","Rue Jean-Joseph Gaillard(FW)","2","","",
"2.143.296.558","BAET",,,"5580","Rochefort","Rochefort","Rue Joseph-Wauters,Jemelle","Rue Joseph-Wauters,Jemelle","s/n","","",
"2.143.297.251","BAET",,,"6000","Charleroi","Charleroi","Quai de la Gare du Sud","Quai de la Gare du Sud","s/n","","",
"2.143.297.548","BAET",,,"6000","Charleroi","Charleroi","Square des Martyrs","Square des Martyrs","s/n","","",
"2.143.297.647","BAET",,,"6001","Charleroi","Charleroi","Rue Cambier Dupret","Rue Cambier Dupret","61","","",
"2.143.298.340","BAET",,,"6200","Châtelet","Châtelet","Place de la Station","Place de la Station","1","","",
"2.143.299.528","BAET",,,"6700","Arlon","Arlon","Avenue de la Gare","Avenue de la Gare","32","","",
"2.143.299.627","BAET",,,"6700","Arlon","Arlon","Avenue de la Gare","Avenue de la Gare","61","","",
"2.143.299.825","BAET",,,"6700","Arlon","Arlon","Heinsch, route de Neufchâteau","Heinsch, route de Neufchâteau","s/n","","",
"2.143.300.617","BAET",,,"6800","Libramont-Chevigny","Libramont-Chevigny","Li.,Rue de la Gare(R. Chanteroy)","Li.,Rue de la Gare(R. Chanteroy)","s/n","","",
"2.143.301.508","BAET",,,"7000","Mons","Mons","Avenue Joseph Wauters (C.)","Avenue Joseph Wauters (C.)","124","","",
"2.143.301.607","BAET",,,"7000","Mons","Mons","Chemin de l'Inquiétude","Chemin de l'Inquiétude","1","1","",
"2.143.301.805","BAET",,,"7000","Mons","Mons","Place Léopold","Place Léopold","2","","",
"2.143.301.904","BAET",,,"7000","Mons","Mons","Place Léopold","Place Léopold","s/n","","",
"2.143.302.102","BAET",,,"7000","Mons","Mons","Square Franklin Delano Roosevelt","Square Franklin Delano Roosevelt","14","","",
"2.143.302.991","BAET",,,"7100","La Louvière","La Louvière","Boulevard du Roi Baudouin","Boulevard du Roi Baudouin","s/n","","",
"2.143.303.486","BAET",,,"7160","Chapelle-lez-Herlaimont","Chapelle-lez-Herlaimont","Rue d'Anderlues","Rue d'Anderlues","187","","",
"2.143.303.981","BAET",,,"7330","Saint-Ghislain","Saint-Ghislain","Place Albert-Elisabeth(SG)","Place Albert-Elisabeth(SG)","56","","",
"2.143.304.377","BAET",,,"7500","Tournai","Tournai","Place Crombez(TOU)","Place Crombez(TOU)","s/n","","",
"2.143.305.763","BAET",,,"8000","Brugge","Brugge","Stationsplein","Stationsplein","3","","",
"2.143.305.862","BAET",,,"8000","Brugge","Brugge","Stationsplein","Stationsplein","5","","",
"2.143.306.951","BAET",,,"8400","Oostende","Oostende","Mispelplein","Mispelplein","1","","",
"2.143.307.050","BAET",,,"8400","Oostende","Oostende","Sloepenstraat","Sloepenstraat","3","","",
"2.143.307.248","BAET",,,"8500","Kortrijk","Kortrijk","Marksesteenweg(Kor)","Marksesteenweg(Kor)","59A","","",
"2.143.307.446","BAET",,,"8500","Kortrijk","Kortrijk","Stationsplein(Kor)","Stationsplein(Kor)","8","","",
"2.143.308.337","BAET",,,"8730","Beernem","Beernem","Stationsplein","Stationsplein","3","","",
"2.143.309.822","BAET",,,"9000","Gent","Gent","Prinses Clementinalaan","Prinses Clementinalaan","31","","",
"2.143.310.020","BAET",,,"9000","Gent","Gent","Koningin Maria Hendrikaplein","Koningin Maria Hendrikaplein","2","","",
"2.143.310.119","BAET",,,"9000","Gent","Gent","Meersstraat","Meersstraat","138","C","",
"2.143.310.218","BAET",,,"9000","Gent","Gent","Meersstraat","Meersstraat","138","","",
"2.143.310.416","BAET",,,"9000","Gent","Gent","Noordveenakkerstraat","Noordveenakkerstraat","1","","",
"2.143.310.812","BAET",,,"9050","Gent","Gent","Brusselsesteenweg","Brusselsesteenweg","602","","",
"2.143.310.911","BAET",,,"9050","Gent","Gent","Gontrodestraat","Gontrodestraat","222","","",
"2.143.313.087","BAET",,,"9300","Aalst","Aalst","Statieplein","Statieplein","9","","",
"2.143.313.879","BAET",,,"9470","Denderleeuw","Denderleeuw","Stationsplein","Stationsplein","z/n","","",
"2.143.563.606","BAET",,,"7100","La Louvière","La Louvière","Rue de l'Esplanade","Rue de l'Esplanade","SN","","",
"2.143.609.136","BAET",,,"9200","Dendermonde","Dendermonde","Statieplein (DEN)","Statieplein (DEN)","ZN","","",
"2.182.832.669","BAET",,,"9620","Zottegem","Zottegem","Stationsplein","Stationsplein","12","","",
"2.182.832.768","BAET",,,"9100","Sint-Niklaas","Sint-Niklaas","Leopold II-laan","Leopold II-laan","2","","",
"2.182.832.966","BAET",,,"8400","Oostende","Oostende","Natiënkaai","Natiënkaai","1","","",
"2.182.833.164","BAET",,,"1400","Nivelles","Nivelles","Rue de Namur","Rue de Namur","185","","",
"2.182.833.461","BAET",,,"7800","Ath","Ath","Rue de la Station","Rue de la Station","1","","",
"2.182.833.956","BAET",,,"9000","Gent","Gent","Koningin Fabiolalaan","Koningin Fabiolalaan","S/N","","",
"2.182.834.550","BAET",,,"2018","Antwerpen","Antwerpen","De Keyserlei","De Keyserlei","56/60132","","",
"2.182.834.748","BAET",,,"1070","Anderlecht","Anderlecht","Tweestationsstraat","Rue des Deux Gares","82","","",
"2.182.834.847","BAET",,,"6001","Charleroi","Charleroi","Rue de la Villette","Rue de la Villette","51","","",
"2.182.835.045","BAET",,,"4000","Liège","Liège","Rue des Guillemins","Rue des Guillemins","26","","",
"2.182.835.243","BAET",,,"1070","Anderlecht","Anderlecht","Barastraat","Rue Bara","135","","",
"2.182.835.441","BAET",,,"1070","Anderlecht","Anderlecht","Tweestationsstraat","Rue des Deux Gares","80","","",
"2.183.961.136","BAET",,,"9000","Gent","Gent","Kortrijksesteenweg","Kortrijksesteenweg","398","","",
"2.183.961.235","BAET",,,"5030","Gembloux","Gembloux","Avenue de la Station","Avenue de la Station","1","","",
"2.183.961.334","BAET",,,"1800","Vilvoorde","Vilvoorde","Stationplein","Stationplein","9","","",
"2.184.437.822","BAET",,,"1060","Sint-Gillis (bij-Brussel)","Saint-Gilles","Hallepoortlaan","Avenue de la Porte de Hal","40","","",
"2.184.438.020","BAET",,,"8400","Oostende","Oostende","Konterdamkaai","Konterdamkaai","1","","",
"2.184.438.218","BAET",,,"9000","Gent","Gent","Kortrijksesteenweg","Kortrijksesteenweg","400","","",
"2.184.438.317","BAET",,,"2600","Antwerpen","Antwerpen","Burgemeester E. Ryckaertsplein","Burgemeester E. Ryckaertsplein","1","","",
"2.189.894.269","BAET",,,"4500","Huy","Huy","Place Zénobe Gramme","Place Zénobe Gramme","4","","",
"2.193.255.518","BAET",,,"1130","Brussel","Bruxelles","Ganzenweidestraat","Rue du Pré aux Oies","301","","",
"2.206.089.410","BAET",,,"5000","Namur","Namur","Rue Léanne","Rue Léanne","15","","",
"2.214.138.727","BAET",,,"4000","Liège","Liège","Rue Varin","Rue Varin","4","A","",
"2.214.208.112","BAET",,,"5000","Namur","Namur","Rue Léanne","Rue Léanne","1","","",
"2.158.896.831","BAET",,,"3210","Lubbeek","Lubbeek","Diestsesteenweg(LIN)","Diestsesteenweg(LIN)","126","","",
"2.117.423.787","BAET",,,"4020","Liège","Liège","MAIS.COM.A.BRESSOUX","MAIS.COM.A.BRESSOUX","","","",
"2.149.664.708","BAET",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue de la Digue","Rue de la Digue","25","","",
"2.005.831.029","BAET",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue Saint-Nicolas","Rue Saint-Nicolas","219","","",
"2.152.229.466","BAET",,,"4100","Seraing","Seraing","Rue Laplace","Rue Laplace","40","","",
"2.161.218.792","BAET",,,"4300","Waremme","Waremme","Avenue de la Résistance","Avenue de la Résistance","2","","",
"2.161.219.188","BAET",,,"4300","Waremme","Waremme","Avenue de la Résistance","Avenue de la Résistance","4","","",
"2.161.219.485","BAET",,,"4100","Seraing","Seraing","Rue Laplace","Rue Laplace","40.","","",
"2.161.219.881","BAET",,,"4100","Seraing","Seraing","Rue Laplace","Rue Laplace","40","*","",
"2.161.220.079","BAET",,,"4420","Saint-Nicolas","Saint-Nicolas","Rue Chantraine","Rue Chantraine","51","","",
"2.161.221.069","BAET",,,"4400","Flémalle","Flémalle","Grand'Route(FLG)","Grand'Route(FLG)","418","","",
"2.158.977.203","BAET",,,"4557","Tinlot","Tinlot","Rue de Dinant","Rue de Dinant","51","","",
"2.158.307.111","BAET",,,"2440","Geel","Geel","Antwerpseweg","Antwerpseweg","1","","",
"2.178.144.403","BAET",,,"2440","Geel","Geel","Lammerdries","Lammerdries","9A","","",
"2.194.140.097","BAET",,,"2440","Geel","Geel","Dr.-Van de Perrestraat","Dr.-Van de Perrestraat","218","A","",
"2.213.663.031","BAET",,,"2460","Kasterlee","Kasterlee","Ossengoor","Ossengoor","12","","",
"2.003.168.675","BAET",,,"4000","LIEGE","LIEGE","Rue Louvrex","Rue Louvrex","95","","",
"2.004.572.504","BAET",,,"4000","LIEGE","LIEGE","Rue Louvrex","Rue Louvrex","55","","",
"2.159.875.046","BAET",,,"4000","Liège","Liège","Rue Louvrex","Rue Louvrex","95","-","",
"2.159.875.244","BAET",,,"4040","Herstal","Herstal","Parc Ind. des Hauts Sarts, 2e av","Parc Ind. des Hauts Sarts, 2e av","30","","",
"2.159.875.343","BAET",,,"4100","Seraing","Seraing","Rue du Pont du Val","Rue du Pont du Val","2","","",
"2.159.875.739","BAET",,,"4400","Flémalle","Flémalle","Place de la Centrale(FLG)","Place de la Centrale(FLG)","11","","",
"2.159.876.036","BAET",,,"4430","Ans","Ans","Rue Jean Jaurès","Rue Jean Jaurès","46","","",
"2.160.459.422","BAET",,,"4000","Liège","Liège","Rue Sainte-Marie","Rue Sainte-Marie","11","","",
"2.160.459.818","BAET",,,"4020","Liège","Liège","Rue de Visé","Rue de Visé","23","","",
"2.160.460.016","BAET",,,"4100","Seraing","Seraing","Rue du Molinay","Rue du Molinay","60","","",
"2.160.460.412","BAET",,,"4040","Herstal","Herstal","Rue Ernest Solvay","Rue Ernest Solvay","31","","",
"2.160.460.610","BAET",,,"4700","Eupen","Eupen","Oestrasse","Oestrasse","3","","",
"2.160.460.907","BAET",,,"4820","Dison","Dison","Rue d'Andrimont","Rue d'Andrimont","52","","",
"2.186.085.337","BAET",,,"7110","La Louvière","La Louvière","Rue Grand Peuplier(H-A)","Rue Grand Peuplier(H-A)","20","","",
"2.186.087.119","BAET",,,"7000","Mons","Mons","Rue de Nimy","Rue de Nimy","53","","",
"2.186.087.713","BAET",,,"7100","La Louvière","La Louvière","Rue Hamoir(L.L)","Rue Hamoir(L.L)","30","","",
"2.186.088.208","BAET",,,"6041","Charleroi","Charleroi","Avenue Georges Lemaitre","Avenue Georges Lemaitre","21","","",
"2.186.088.901","BAET",,,"1348","Ottignies-Louvain-la-Neuve","Ottignies-Louvain-la-Neuve","Avenue Jean Monnet","Avenue Jean Monnet","2","","",
"2.186.089.196","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Marche, Rue du Parc Industriel","Marche, Rue du Parc Industriel","6","","",
"2.186.089.988","BAET",,,"7500","Tournai","Tournai","Rue de la Lys(TOU)","Rue de la Lys(TOU)","10","","",
"2.186.090.285","BAET",,,"6700","Arlon","Arlon","Avenue du Général-Patton","Avenue du Général-Patton","237","","",
"2.186.090.582","BAET",,,"4800","Verviers","Verviers","Rue Jean Koch","Rue Jean Koch","12","","",
"2.186.090.681","BAET",,,"6041","Charleroi","Charleroi","Rue Clément Ader","Rue Clément Ader","12","","",
"2.186.090.978","BAET",,,"6240","Farciennes","Farciennes","Rue de Lambusart(FAR)","Rue de Lambusart(FAR)","56","","",
"2.186.091.077","BAET",,,"5060","Sambreville","Sambreville","Rue du Bosquet(AUV)","Rue du Bosquet(AUV)","16","","",
"2.197.070.685","BAET",,,"4041","Herstal","Herstal","Rue des Alouettes","Rue des Alouettes","96","","",
"2.158.810.719","BAET",,,"4000","Liège","Liège","Rue du Vertbois","Rue du Vertbois","11","","",
"2.161.386.365","BAET",,,"4020","Liège","Liège","Quai Godefroid-Kurth","Quai Godefroid-Kurth","100","","",
"2.182.384.984","BAET",,,"4800","Verviers","Verviers","Rue Jean Koch","Rue Jean Koch","6","","",
"2.004.188.660","BAET",,,"6700","Arlon","Arlon","Schoppach,drève de l'Arc-en-Ciel","Schoppach,drève de l'Arc-en-Ciel","98","","",
"2.160.541.970","BAET",,,"6600","Bastogne","Bastogne","Rue de Clervaux","Rue de Clervaux","100","","",
"2.160.542.861","BAET",,,"6700","Arlon","Arlon","Rue de Neufchâteau","Rue de Neufchâteau","324","","",
"2.160.543.158","BAET",,,"6800","Libramont-Chevigny","Libramont-Chevigny","Libramont,Rue du Serpont","Libramont,Rue du Serpont","-","","",
"2.160.543.257","BAET",,,"6840","Neufchâteau","Neufchâteau","La Plate des Prés,WARM","La Plate des Prés,WARM","18","","",
"2.160.544.148","BAET",,,"6880","Bertrix","Bertrix","Rue des Munos","Rue des Munos","-","","",
"2.160.544.445","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Marche, Chaussée de Liège","Marche, Chaussée de Liège","100","","",
"2.160.544.742","BAET",,,"6920","Wellin","Wellin","Rue Fond-des-Vaulx","Rue Fond-des-Vaulx","-","","",
"2.182.299.070","BAET",,,"4780","Sankt Vith","Sankt Vith","John-Cockerill-Straße","John-Cockerill-Straße","5-7","","",
"2.182.300.951","BAET",,,"6720","Habay","Habay","Les Coeuvins","Les Coeuvins","C","","",
"2.182.301.149","BAET",,,"4760","Büllingen","Büllingen","Merlscheid","Merlscheid","17","b","",
"2.182.301.743","BAET",,,"4791","Burg-Reuland","Burg-Reuland","Oudler","Oudler","SN","","",
"2.182.302.337","BAET",,,"4950","Waimes","Waimes","Rue du Château","Rue du Château","12","","",
"2.182.302.733","BAET",,,"4950","Waimes","Waimes","Rue de Bosfagne,Sourbrodt","Rue de Bosfagne,Sourbrodt","SN","","",
"2.182.303.426","BAET",,,"4960","Malmedy","Malmedy","Avenue de Norvège","Avenue de Norvège","SN","","",
"2.182.303.723","BAET",,,"4970","Stavelot","Stavelot","Rue Saint Laurent","Rue Saint Laurent","SN","","",
"2.182.304.119","BAET",,,"4980","Trois-Ponts","Trois-Ponts","Place de la Gare","Place de la Gare","SN","","",
"2.182.304.614","BAET",,,"4987","Stoumont","Stoumont","Gare de la Gleize","Gare de la Gleize","SN","","",
"2.182.305.010","BAET",,,"6690","Vielsalm","Vielsalm","Ville-du-Bois","Ville-du-Bois","174","","",
"2.182.305.604","BAET",,,"6671","Gouvy","Gouvy","Courtil","Courtil","SN","","",
"2.182.306.097","BAET",,,"4750","Bütgenbach","Bütgenbach","Auf dem Mühlenberg","Auf dem Mühlenberg","SN","","",
"2.182.306.196","BAET",,,"4770","Amel","Amel","Medell,Auf der Leu","Medell,Auf der Leu","SN","","",
"2.182.306.592","BAET",,,"4780","Sankt Vith","Sankt Vith","Zoning Industriel","Zoning Industriel","2","","",
"2.182.306.889","BAET",,,"6660","Houffalize","Houffalize","Route de Liège","Route de Liège","6","c","",
"2.182.307.087","BAET",,,"6960","Manhay","Manhay","Route de Lierneux, Vx-Ch.","Route de Lierneux, Vx-Ch.","SN","","",
"2.182.307.285","BAET",,,"6600","Bastogne","Bastogne","Zoning Industriel","Zoning Industriel","SN","","",
"2.182.307.780","BAET",,,"6600","Bastogne","Bastogne","Cobru","Cobru","12","","",
"2.182.308.077","BAET",,,"6680","Sainte-Ode","Sainte-Ode","Barrière-Hinck","Barrière-Hinck","SN","","",
"2.182.308.572","BAET",,,"6941","Durbuy","Durbuy","Rue de Tohogne","Rue de Tohogne","SN","","",
"2.182.308.770","BAET",,,"6997","Erezée","Erezée","Rue du Pont-d'Erezée, Fisenne","Rue du Pont-d'Erezée, Fisenne","SN","","",
"2.182.318.371","BAET",,,"6990","Hotton","Hotton","Rue de Barvaux, Hotton","Rue de Barvaux, Hotton","SN","","",
"2.182.318.569","BAET",,,"6983","La Roche-en-Ardenne","La Roche-en-Ardenne","Roupage","Roupage","632","","",
"2.182.319.361","BAET",,,"6890","Libin","Libin","Rue de Villance","Rue de Villance","SN","","",
"2.182.319.757","BAET",,,"6800","Libramont-Chevigny","Libramont-Chevigny","Route de Libramont","Route de Libramont","SN","","",
"2.182.323.717","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Waha, Rue Saint-Etienne","Waha, Rue Saint-Etienne","SN","","",
"2.183.209.286","BAET",,,"6900","Marche-en-Famenne","Marche-en-Famenne","Marloie, Rue du Carmel","Marloie, Rue du Carmel","SN","","",
"2.183.209.682","BAET",,,"6950","Nassogne","Nassogne","Rue de Lahaut","Rue de Lahaut","SN","","",
"2.183.210.177","BAET",,,"6870","Saint-Hubert","Saint-Hubert","Route de Grupont","Route de Grupont","SN","","",
"2.183.210.771","BAET",,,"6927","Tellin","Tellin","Rue de Tellin,Bure","Rue de Tellin,Bure","SN","","",
"2.183.210.870","BAET",,,"6970","Tenneville","Tenneville","Au-Gris-Han","Au-Gris-Han","13","","",
"2.183.211.068","BAET",,,"6640","Vaux-sur-Sûre","Vaux-sur-Sûre","Route de Vaux-sur-Sûre","Route de Vaux-sur-Sûre","SN","","",
"2.183.211.662","BAET",,,"6790","Aubange","Aubange","ZONING INDUSTRIEL AUBANGE","ZONING INDUSTRIEL AUBANGE","SN","","",
"2.183.211.860","BAET",,,"6810","Chiny","Chiny","Route de Bertrix,Moyen","Route de Bertrix,Moyen","SN","","",
"2.183.212.553","BAET",,,"6637","Fauvillers","Fauvillers","Warnach","Warnach","SN","","",
"2.183.217.404","BAET",,,"6720","Habay","Habay","Les Coeuvins","Les Coeuvins","SN","","",
"2.183.217.996","BAET",,,"6860","Léglise","Léglise","Rue du Léry,Wittimont","Rue du Léry,Wittimont","1","","",
"2.183.218.194","BAET",,,"6780","Messancy","Messancy","Rue de Krebling","Rue de Krebling","15","","",
"2.183.218.293","BAET",,,"6750","Musson","Musson","Rue Marcel-Niessen, Baranzy","Rue Marcel-Niessen, Baranzy","SN","","",
"2.183.218.392","BAET",,,"6767","Rouvroy","Rouvroy","Rue Sainte-Anne,Dampicourt","Rue Sainte-Anne,Dampicourt","SN","","",
"2.183.218.590","BAET",,,"6747","Saint-Léger (Lux.)","Saint-Léger (Lux.)","Voie des Mines","Voie des Mines","SN","","",
"2.183.218.788","BAET",,,"6730","Tintigny","Tintigny","Haut-des-Fagots,Breuvanne","Haut-des-Fagots,Breuvanne","SN","","",
"2.183.219.085","BAET",,,"6880","Bertrix","Bertrix","Route de Recogne","Route de Recogne","SN","","",
"2.183.219.481","BAET",,,"6830","Bouillon","Bouillon","Route de Bellevaux","Route de Bellevaux","SN","","",
"2.183.219.976","BAET",,,"6929","Daverdisse","Daverdisse","La Briqueterie","La Briqueterie","SN","","",
"2.183.220.372","BAET",,,"6887","Herbeumont","Herbeumont","Le Bois-Chaban, St-Médard","Le Bois-Chaban, St-Médard","1","","",
"2.183.220.570","BAET",,,"6840","Neufchâteau","Neufchâteau","Blanc Caillou,NEU","Blanc Caillou,NEU","SN","","",
"2.183.220.867","BAET",,,"6850","Paliseul","Paliseul","Rue d'Opont","Rue d'Opont","SN","","",
"2.183.221.164","BAET",,,"6920","Wellin","Wellin","Rue Paul-Dubois","Rue Paul-Dubois","SN","","",
"2.183.221.461","BAET",,,"6971","Tenneville","Tenneville","Route de Beausaint, Champlon","Route de Beausaint, Champlon","SN","","",
"2.183.222.451","BAET",,,"6960","Manhay","Manhay","Parc Industriel, Dochamps","Parc Industriel, Dochamps","SN","","",
"2.183.265.706","BAET",,,"6820","Florenville","Florenville","Chemin du Clument","Chemin du Clument","SN","","",
"2.183.265.805","BAET",,,"6987","Rendeux","Rendeux","Rue de La-Roche, Rendeux","Rue de La-Roche, Rendeux","16A","","",
"2.183.266.102","BAET",,,"6717","Attert","Attert","Schadeck","Schadeck","SN","","",
"2.183.295.103","BAET",,,"6767","Rouvroy","Rouvroy","Rue de l'Usine,Dampicourt","Rue de l'Usine,Dampicourt","SN","","",
"2.183.435.059","BAET",,,"6720","Habay","Habay","Les Coeuvins","Les Coeuvins","A","","",
"2.183.435.257","BAET",,,"6720","Habay","Habay","Les Coeuvins","Les Coeuvins","B","","",
"2.183.435.554","BAET",,,"6971","Tenneville","Tenneville","Route de Beausaint, Champlon","Route de Beausaint, Champlon","A","","",
"2.183.435.950","BAET",,,"6880","Bertrix","Bertrix","Route de Recogne","Route de Recogne","A","","",
"2.185.704.463","BAET",,,"6791","Aubange","Aubange","Rue de Rodange - ATHUS","Rue de Rodange - ATHUS","90","","",
"2.185.704.760","BAET",,,"6880","Bertrix","Bertrix","Rue Al-Paul","Rue Al-Paul","2","","",
"2.185.725.546","BAET",,,"6660","Houffalize","Houffalize","Rue de La-Roche","Rue de La-Roche","57","","",
"2.185.726.338","BAET",,,"6830","Bouillon","Bouillon","Cordemois","Cordemois","3","","",
"2.200.119.356","BAET",,,"6700","Arlon","Arlon","Heinsch, route de Neufchâteau","Heinsch, route de Neufchâteau","258","","",
"2.222.740.449","BAET",,,"6838","Bouillon","Bouillon","Rue du Tambour,Corbion","Rue du Tambour,Corbion","SN","","",
