"EntityNumber","ActivityGroup","NaceVersion","NaceCode","Classification"
"2.102.973.559","OLK001","2003","3162101","MAIN"
"2.102.973.559","OLK001","2003","4531002","MAIN"
"2.102.973.559","OLK001","2003","4531006","MAIN"
"2.102.973.559","OLK001","2003","7230001","MAIN"
"2.102.973.559","RSZ001","2008","61100","MAIN"
"2.102.973.658","OLK001","2008","61200","MAIN"
"2.102.973.658","OLK001","2008","4321102","SECO"
"2.102.973.658","OLK001","2008","61100","SECO"
"2.102.973.658","OLK001","2008","6120001","SECO"
"2.102.973.658","OLK001","2008","6120002","SECO"
"2.102.973.658","OLK001","2008","6120004","SECO"
"2.102.973.658","RSZ001","2003","64200","MAIN"
"2.102.973.658","OLK001","2003","4531003","SECO"
"2.102.973.658","OLK001","2003","6420001","SECO"
"2.102.973.658","OLK001","2003","6420002","SECO"
"2.102.973.658","OLK001","2003","6420004","SECO"
"2.102.973.658","OLK001","2003","64201","SECO"
"2.102.973.658","RSZ001","2008","61100","MAIN"
"2.102.973.757","OLK001","2008","61200","MAIN"
"2.102.973.757","OLK001","2008","47410","SECO"
"2.102.973.757","OLK001","2008","4778902","SECO"
"2.102.973.757","OLK001","2008","61100","SECO"
"2.102.973.757","RSZ001","2003","64200","MAIN"
"2.102.973.757","OLK001","2003","52487","SECO"
"2.102.973.757","OLK001","2003","5249803","SECO"
"2.102.973.757","OLK001","2003","64201","SECO"
"2.102.973.757","RSZ001","2008","61100","MAIN"
"2.102.973.856","OLK001","2008","61200","MAIN"
"2.102.973.856","OLK001","2008","47410","SECO"
"2.102.973.856","OLK001","2008","4778902","SECO"
"2.102.973.856","OLK001","2008","61100","SECO"
"2.102.973.856","RSZ001","2003","64200","MAIN"
"2.102.973.856","OLK001","2003","52487","SECO"
"2.102.973.856","OLK001","2003","5249803","SECO"
"2.102.973.856","OLK001","2003","64201","SECO"
"2.102.973.856","RSZ001","2008","61100","MAIN"
"2.102.973.955","OLK001","2008","2530003","MAIN"
"2.102.973.955","OLK001","2008","2790011","MAIN"
"2.102.973.955","OLK001","2008","3320011","MAIN"
"2.102.973.955","OLK001","2008","4321103","MAIN"
"2.102.973.955","OLK001","2008","6311001","MAIN"
"2.102.973.955","RSZ001","2003","64200","MAIN"
"2.102.973.955","OLK001","2003","3162101","MAIN"
"2.102.973.955","OLK001","2003","4531002","MAIN"
"2.102.973.955","OLK001","2003","4531006","MAIN"
"2.102.973.955","OLK001","2003","7230001","MAIN"
"2.102.973.955","RSZ001","2008","61100","MAIN"
"2.102.974.252","OLK001","2008","61200","MAIN"
"2.102.974.252","OLK001","2008","4321102","SECO"
"2.102.974.252","OLK001","2008","61100","SECO"
"2.102.974.252","OLK001","2008","6120001","SECO"
"2.102.974.252","OLK001","2008","6120002","SECO"
"2.102.974.252","OLK001","2008","6120004","SECO"
"2.102.974.252","OLK001","2008","82110","SECO"
"2.102.974.252","OLK001","2008","82190","SECO"
"2.102.974.252","OLK001","2003","64200","MAIN"
"2.102.974.252","OLK001","2003","4531003","SECO"
"2.102.974.252","OLK001","2003","6420001","SECO"
"2.102.974.252","OLK001","2003","6420002","SECO"
"2.102.974.252","OLK001","2003","6420004","SECO"
"2.102.974.252","OLK001","2003","64201","SECO"
"2.102.974.252","OLK001","2003","64202","SECO"
"2.102.974.252","OLK001","2003","74851","SECO"
"2.102.974.252","OLK001","2003","74855","SECO"
"2.102.974.252","RSZ001","2008","61100","MAIN"
"2.102.974.351","OLK001","2008","61200","MAIN"
"2.102.974.351","OLK001","2008","47410","SECO"
"2.102.974.351","OLK001","2008","4778902","SECO"
"2.102.974.351","OLK001","2008","61100","SECO"
"2.102.974.351","RSZ001","2003","64200","MAIN"
"2.102.974.351","OLK001","2003","52487","SECO"
"2.102.974.351","OLK001","2003","5249803","SECO"
"2.102.974.351","OLK001","2003","64201","SECO"
"2.102.974.351","RSZ001","2008","61100","MAIN"
"2.102.974.549","OLK001","2008","2530003","MAIN"
"2.102.974.549","OLK001","2008","2790011","MAIN"
"2.102.974.549","OLK001","2008","3320011","MAIN"
"2.102.974.549","OLK001","2008","4321103","MAIN"
"2.102.974.549","RSZ001","2003","64200","MAIN"
"2.102.974.549","OLK001","2003","2830004","MAIN"
"2.102.974.549","OLK001","2003","3162101","MAIN"
"2.102.974.549","OLK001","2003","4531002","MAIN"
"2.102.974.549","OLK001","2003","4531006","MAIN"
"2.102.974.549","OLK001","2003","74","MAIN"
"2.102.974.549","RSZ001","2008","61100","MAIN"
"2.102.974.648","OLK001","2008","61200","MAIN"
"2.102.974.648","OLK001","2008","4321102","SECO"
"2.102.974.648","OLK001","2008","61100","SECO"
"2.102.974.648","OLK001","2008","6120001","SECO"
"2.102.974.648","OLK001","2008","6120002","SECO"
"2.102.974.648","OLK001","2008","6120004","SECO"
"2.102.974.648","RSZ001","2003","64200","MAIN"
"2.102.974.648","OLK001","2003","4531003","SECO"
"2.102.974.648","OLK001","2003","6420001","SECO"
"2.102.974.648","OLK001","2003","6420002","SECO"
"2.102.974.648","OLK001","2003","6420004","SECO"
"2.102.974.648","OLK001","2003","64201","SECO"
"2.102.974.648","RSZ001","2008","61100","MAIN"
"2.102.974.846","OLK001","2008","61200","MAIN"
"2.102.974.846","OLK001","2008","61100","SECO"
"2.102.974.846","OLK001","2008","82110","SECO"
"2.102.974.846","OLK001","2008","82190","SECO"
"2.102.974.846","RSZ001","2003","64200","MAIN"
"2.102.974.846","OLK001","2003","64200","MAIN"
"2.102.974.846","OLK001","2003","64201","SECO"
"2.102.974.846","OLK001","2003","74851","SECO"
"2.102.974.846","OLK001","2003","74855","SECO"
"2.102.974.846","RSZ001","2008","61100","MAIN"
"2.102.974.945","OLK001","2008","61200","MAIN"
"2.102.974.945","OLK001","2008","47410","SECO"
"2.102.974.945","OLK001","2008","4778902","SECO"
"2.102.974.945","OLK001","2008","61100","SECO"
"2.102.974.945","RSZ001","2003","64200","MAIN"
"2.102.974.945","OLK001","2003","52487","SECO"
"2.102.974.945","OLK001","2003","5249803","SECO"
"2.102.974.945","OLK001","2003","64201","SECO"
"2.102.974.945","RSZ001","2008","61100","MAIN"
"2.102.975.143","OLK001","2008","2530003","MAIN"
"2.102.975.143","OLK001","2008","2790011","MAIN"
"2.102.975.143","OLK001","2008","3320011","MAIN"
"2.102.975.143","OLK001","2008","4321103","MAIN"
"2.102.975.143","OLK001","2008","6311001","MAIN"
"2.102.975.143","RSZ001","2003","64200","MAIN"
"2.102.975.143","OLK001","2003","2830004","MAIN"
"2.102.975.143","OLK001","2003","3162101","MAIN"
"2.102.975.143","OLK001","2003","4531002","MAIN"
"2.102.975.143","OLK001","2003","4531006","MAIN"
"2.102.975.143","OLK001","2003","7230001","MAIN"
"2.102.975.143","RSZ001","2008","61100","MAIN"
"2.102.975.242","OLK001","2008","61200","MAIN"
"2.102.975.242","OLK001","2008","4321102","SECO"
"2.102.975.242","OLK001","2008","61100","SECO"
"2.102.975.242","OLK001","2008","6120001","SECO"
"2.102.975.242","OLK001","2008","6120002","SECO"
"2.102.975.242","OLK001","2008","6120004","SECO"
"2.102.975.242","RSZ001","2003","64200","MAIN"
"2.102.975.242","OLK001","2003","4531003","SECO"
"2.102.975.242","OLK001","2003","6420001","SECO"
"2.102.975.242","OLK001","2003","6420002","SECO"
"2.102.975.242","OLK001","2003","6420004","SECO"
"2.102.975.242","OLK001","2003","64201","SECO"
"2.102.975.242","RSZ001","2008","61100","MAIN"
"2.102.975.341","OLK001","2008","2530003","MAIN"
"2.102.975.341","OLK001","2008","2790011","MAIN"
"2.102.975.341","OLK001","2008","3320011","MAIN"
"2.102.975.341","OLK001","2008","4321103","MAIN"
"2.102.975.341","OLK001","2008","6311001","MAIN"
"2.102.975.341","RSZ001","2003","64200","MAIN"
"2.102.975.341","OLK001","2003","3162101","MAIN"
"2.102.975.341","OLK001","2003","4531002","MAIN"
"2.102.975.341","OLK001","2003","4531006","MAIN"
"2.102.975.341","OLK001","2003","7230001","MAIN"
"2.102.975.341","RSZ001","2008","61100","MAIN"
"2.102.975.440","OLK001","2008","2530003","MAIN"
"2.102.975.440","OLK001","2008","2790011","MAIN"
"2.102.975.440","OLK001","2008","3320011","MAIN"
"2.102.975.440","OLK001","2008","4321103","MAIN"
"2.102.975.440","OLK001","2008","6311001","MAIN"
"2.102.975.440","RSZ001","2003","64200","MAIN"
"2.102.975.440","OLK001","2003","3162101","MAIN"
"2.102.975.440","OLK001","2003","4531002","MAIN"
"2.102.975.440","OLK001","2003","4531006","MAIN"
"2.102.975.440","OLK001","2003","7230001","MAIN"
"2.102.975.440","RSZ001","2008","61100","MAIN"
"2.102.975.539","OLK001","2008","2530003","MAIN"
"2.102.975.539","OLK001","2008","2790011","MAIN"
"2.102.975.539","OLK001","2008","3320011","MAIN"
"2.102.975.539","OLK001","2008","4321103","MAIN"
"2.102.975.539","OLK001","2008","6311001","MAIN"
"2.102.975.539","RSZ001","2003","64200","MAIN"
"2.102.975.539","OLK001","2003","3162101","MAIN"
"2.102.975.539","OLK001","2003","4531002","MAIN"
"2.102.975.539","OLK001","2003","4531006","MAIN"
"2.102.975.539","OLK001","2003","7230001","MAIN"
"2.102.975.539","RSZ001","2008","61100","MAIN"
"2.102.975.737","OLK001","2008","61200","MAIN"
"2.102.975.737","OLK001","2008","47410","SECO"
"2.102.975.737","OLK001","2008","4778902","SECO"
"2.102.975.737","OLK001","2008","61100","SECO"
"2.102.975.737","RSZ001","2003","64200","MAIN"
"2.102.975.737","OLK001","2003","64200","MAIN"
"2.102.975.737","OLK001","2003","52487","SECO"
"2.102.975.737","OLK001","2003","5249803","SECO"
"2.102.975.737","OLK001","2003","64201","SECO"
"2.102.975.737","RSZ001","2008","61100","MAIN"
"2.102.975.836","OLK001","2008","2530003","MAIN"
"2.102.975.836","OLK001","2008","3320011","MAIN"
"2.102.975.836","OLK001","2008","4321103","MAIN"
"2.102.975.836","OLK001","2008","5221004","MAIN"
"2.102.975.836","RSZ001","2003","64200","MAIN"
"2.102.975.836","OLK001","2003","4531002","MAIN"
"2.102.975.836","OLK001","2003","4531006","MAIN"
"2.102.975.836","OLK001","2003","6321005","MAIN"
"2.102.975.836","OLK001","2003","74","MAIN"
"2.102.975.836","RSZ001","2008","61100","MAIN"
"2.102.975.935","OLK001","2008","61200","MAIN"
"2.102.975.935","OLK001","2008","4321102","SECO"
"2.102.975.935","OLK001","2008","61100","SECO"
"2.102.975.935","OLK001","2008","6120001","SECO"
"2.102.975.935","OLK001","2008","6120002","SECO"
"2.102.975.935","OLK001","2008","6120004","SECO"
"2.102.975.935","RSZ001","2003","64200","MAIN"
"2.102.975.935","OLK001","2003","4531003","SECO"
"2.102.975.935","OLK001","2003","6420001","SECO"
"2.102.975.935","OLK001","2003","6420002","SECO"
"2.102.975.935","OLK001","2003","6420004","SECO"
"2.102.975.935","OLK001","2003","64201","SECO"
"2.102.975.935","RSZ001","2008","61100","MAIN"
"2.102.976.034","OLK001","2008","2530003","MAIN"
"2.102.976.034","OLK001","2008","26300","MAIN"
"2.102.976.034","OLK001","2008","2680001","MAIN"
"2.102.976.034","OLK001","2008","3320011","MAIN"
"2.102.976.034","RSZ001","2003","64200","MAIN"
"2.102.976.034","OLK001","2003","2830004","MAIN"
"2.102.976.034","OLK001","2003","32201","MAIN"
"2.102.976.034","OLK001","2003","4531002","MAIN"
"2.102.976.034","OLK001","2003","74","MAIN"
"2.102.976.034","RSZ001","2008","61100","MAIN"
"2.102.976.133","OLK001","2008","61200","MAIN"
"2.102.976.133","OLK001","2008","47410","SECO"
"2.102.976.133","OLK001","2008","4778902","SECO"
"2.102.976.133","OLK001","2008","61100","SECO"
"2.102.976.133","RSZ001","2003","64200","MAIN"
"2.102.976.133","OLK001","2003","52487","SECO"
"2.102.976.133","OLK001","2003","5249803","SECO"
"2.102.976.133","OLK001","2003","64201","SECO"
"2.102.976.133","RSZ001","2008","61100","MAIN"
"2.102.976.232","OLK001","2008","2530003","MAIN"
"2.102.976.232","OLK001","2008","26300","MAIN"
"2.102.976.232","OLK001","2008","2680001","MAIN"
"2.102.976.232","OLK001","2008","3320011","MAIN"
"2.102.976.232","RSZ001","2003","64200","MAIN"
"2.102.976.232","OLK001","2003","2830004","MAIN"
"2.102.976.232","OLK001","2003","32201","MAIN"
"2.102.976.232","OLK001","2003","4531002","MAIN"
"2.102.976.232","OLK001","2003","74","MAIN"
"2.102.976.232","RSZ001","2008","61100","MAIN"
"2.102.976.430","OLK001","2008","2790011","MAIN"
"2.102.976.430","OLK001","2008","3320011","MAIN"
"2.102.976.430","OLK001","2008","4321103","MAIN"
"2.102.976.430","OLK001","2008","5221004","MAIN"
"2.102.976.430","OLK001","2008","6311001","MAIN"
"2.102.976.430","RSZ001","2003","64200","MAIN"
"2.102.976.430","OLK001","2003","3162101","MAIN"
"2.102.976.430","OLK001","2003","4531002","MAIN"
"2.102.976.430","OLK001","2003","4531006","MAIN"
"2.102.976.430","OLK001","2003","6321005","MAIN"
"2.102.976.430","OLK001","2003","7230001","MAIN"
"2.102.976.430","RSZ001","2008","61100","MAIN"
"2.102.976.529","OLK001","2008","2790011","MAIN"
"2.102.976.529","OLK001","2008","3320011","MAIN"
"2.102.976.529","OLK001","2008","4321103","MAIN"
"2.102.976.529","OLK001","2008","5221004","MAIN"
"2.102.976.529","OLK001","2008","6311001","MAIN"
"2.102.976.529","RSZ001","2003","64200","MAIN"
"2.102.976.529","OLK001","2003","4531002","MAIN"
"2.102.976.529","OLK001","2003","4531006","MAIN"
"2.102.976.529","OLK001","2003","6321005","MAIN"
"2.102.976.529","OLK001","2003","7230001","MAIN"
"2.102.976.529","RSZ001","2008","61100","MAIN"
"2.102.976.628","OLK001","2008","2790011","MAIN"
"2.102.976.628","OLK001","2008","3320011","MAIN"
"2.102.976.628","OLK001","2008","4321103","MAIN"
"2.102.976.628","OLK001","2008","5221004","MAIN"
"2.102.976.628","OLK001","2008","6311001","MAIN"
"2.102.976.628","RSZ001","2003","64200","MAIN"
"2.102.976.628","OLK001","2003","4531002","MAIN"
"2.102.976.628","OLK001","2003","4531006","MAIN"
"2.102.976.628","OLK001","2003","6321005","MAIN"
"2.102.976.628","OLK001","2003","7230001","MAIN"
"2.102.976.628","RSZ001","2008","61100","MAIN"
"2.102.976.727","OLK001","2008","61200","MAIN"
"2.102.976.727","OLK001","2008","47410","SECO"
"2.102.976.727","OLK001","2008","4778902","SECO"
"2.102.976.727","OLK001","2008","61100","SECO"
"2.102.976.727","RSZ001","2003","64200","MAIN"
"2.102.976.727","OLK001","2003","52487","SECO"
"2.102.976.727","OLK001","2003","5249803","SECO"
"2.102.976.727","OLK001","2003","64201","SECO"
"2.102.976.727","RSZ001","2008","61100","MAIN"
"2.102.976.925","OLK001","2008","2530003","MAIN"
"2.102.976.925","OLK001","2008","2790011","MAIN"
"2.102.976.925","OLK001","2008","4321103","MAIN"
"2.102.976.925","OLK001","2008","5221004","MAIN"
"2.102.976.925","OLK001","2008","6311001","MAIN"
"2.102.976.925","RSZ001","2003","64200","MAIN"
"2.102.976.925","OLK001","2003","2830004","MAIN"
"2.102.976.925","OLK001","2003","3162101","MAIN"
"2.102.976.925","OLK001","2003","4531006","MAIN"
"2.102.976.925","OLK001","2003","6321005","MAIN"
"2.102.976.925","OLK001","2003","7230001","MAIN"
"2.102.976.925","RSZ001","2008","61100","MAIN"
"2.102.977.024","OLK001","2008","2530003","MAIN"
"2.102.977.024","OLK001","2008","2790011","MAIN"
"2.102.977.024","OLK001","2008","4321103","MAIN"
"2.102.977.024","OLK001","2008","5221004","MAIN"
"2.102.977.024","OLK001","2008","6311001","MAIN"
"2.102.977.024","RSZ001","2003","64200","MAIN"
"2.102.977.024","OLK001","2003","3162101","MAIN"
"2.102.977.024","OLK001","2003","4531006","MAIN"
"2.102.977.024","OLK001","2003","6321005","MAIN"
"2.102.977.024","OLK001","2003","7230001","MAIN"
"2.102.977.024","RSZ001","2008","61100","MAIN"
"2.102.977.123","OLK001","2008","2530003","MAIN"
"2.102.977.123","OLK001","2008","2790011","MAIN"
"2.102.977.123","OLK001","2008","3320011","MAIN"
"2.102.977.123","OLK001","2008","4321103","MAIN"
"2.102.977.123","OLK001","2008","6311001","MAIN"
"2.102.977.123","RSZ001","2003","64200","MAIN"
"2.102.977.123","OLK001","2003","3162101","MAIN"
"2.102.977.123","OLK001","2003","4531002","MAIN"
"2.102.977.123","OLK001","2003","4531006","MAIN"
"2.102.977.123","OLK001","2003","7230001","MAIN"
"2.102.977.123","RSZ001","2008","61100","MAIN"
"2.102.977.222","OLK001","2008","61200","MAIN"
"2.102.977.222","OLK001","2008","4321102","SECO"
"2.102.977.222","OLK001","2008","4791002","SECO"
"2.102.977.222","OLK001","2008","61100","SECO"
"2.102.977.222","OLK001","2008","6120001","SECO"
"2.102.977.222","OLK001","2008","6120002","SECO"
"2.102.977.222","OLK001","2008","6120004","SECO"
"2.102.977.222","OLK001","2008","82200","SECO"
"2.102.977.222","RSZ001","2003","64200","MAIN"
"2.102.977.222","OLK001","2003","4531003","SECO"
"2.102.977.222","OLK001","2003","5261002","SECO"
"2.102.977.222","OLK001","2003","6420001","SECO"
"2.102.977.222","OLK001","2003","6420002","SECO"
"2.102.977.222","OLK001","2003","6420004","SECO"
"2.102.977.222","OLK001","2003","64201","SECO"
"2.102.977.222","OLK001","2003","64202","SECO"
"2.102.977.222","OLK001","2003","74860","SECO"
"2.102.977.222","RSZ001","2008","61100","MAIN"
"2.133.609.525","OLK001","2008","61200","MAIN"
"2.133.609.525","OLK001","2008","26300","SECO"
"2.133.609.525","OLK001","2008","42220","SECO"
"2.133.609.525","OLK001","2008","43211","SECO"
"2.133.609.525","OLK001","2008","62010","SECO"
"2.133.609.525","RSZ001","2003","64200","MAIN"
"2.133.609.525","OLK001","2003","32202","SECO"
"2.133.609.525","OLK001","2003","45215","SECO"
"2.133.609.525","OLK001","2003","45310","SECO"
"2.133.609.525","OLK001","2003","72200","SECO"
"2.133.609.525","RSZ001","2008","61100","MAIN"
"2.133.610.020","OLK001","2008","61200","MAIN"
"2.133.610.020","OLK001","2008","26300","SECO"
"2.133.610.020","OLK001","2008","42220","SECO"
"2.133.610.020","OLK001","2008","43211","SECO"
"2.133.610.020","OLK001","2008","62010","SECO"
"2.133.610.020","RSZ001","2003","64200","MAIN"
"2.133.610.020","OLK001","2003","64200","MAIN"
"2.133.610.020","OLK001","2003","32202","SECO"
"2.133.610.020","OLK001","2003","45215","SECO"
"2.133.610.020","OLK001","2003","45310","SECO"
"2.133.610.020","OLK001","2003","72200","SECO"
"2.133.610.020","RSZ001","2008","61100","MAIN"
"2.133.610.812","OLK001","2008","61200","MAIN"
"2.133.610.812","OLK001","2008","26300","SECO"
"2.133.610.812","OLK001","2008","42220","SECO"
"2.133.610.812","OLK001","2008","43211","SECO"
"2.133.610.812","OLK001","2008","62010","SECO"
"2.133.610.812","RSZ001","2003","64200","MAIN"
"2.133.610.812","OLK001","2003","32202","SECO"
"2.133.610.812","OLK001","2003","45215","SECO"
"2.133.610.812","OLK001","2003","45310","SECO"
"2.133.610.812","OLK001","2003","72200","SECO"
"2.133.610.812","RSZ001","2008","61100","MAIN"
"2.133.611.208","OLK001","2008","61200","MAIN"
"2.133.611.208","OLK001","2008","26300","SECO"
"2.133.611.208","OLK001","2008","42220","SECO"
"2.133.611.208","OLK001","2008","43211","SECO"
"2.133.611.208","OLK001","2008","62010","SECO"
"2.133.611.208","RSZ001","2003","64200","MAIN"
"2.133.611.208","OLK001","2003","64200","MAIN"
"2.133.611.208","OLK001","2003","32202","SECO"
"2.133.611.208","OLK001","2003","45215","SECO"
"2.133.611.208","OLK001","2003","45310","SECO"
"2.133.611.208","OLK001","2003","72200","SECO"
"2.133.611.208","RSZ001","2008","61100","MAIN"
"2.133.611.703","OLK001","2008","61200","MAIN"
"2.133.611.703","OLK001","2008","26300","SECO"
"2.133.611.703","OLK001","2008","42220","SECO"
"2.133.611.703","OLK001","2008","43211","SECO"
"2.133.611.703","OLK001","2008","62010","SECO"
"2.133.611.703","RSZ001","2003","64200","MAIN"
"2.133.611.703","OLK001","2003","32202","SECO"
"2.133.611.703","OLK001","2003","45215","SECO"
"2.133.611.703","OLK001","2003","45310","SECO"
"2.133.611.703","OLK001","2003","72200","SECO"
"2.133.611.703","RSZ001","2008","61100","MAIN"
"2.133.612.196","OLK001","2008","61200","MAIN"
"2.133.612.196","OLK001","2008","26300","SECO"
"2.133.612.196","OLK001","2008","42220","SECO"
"2.133.612.196","OLK001","2008","43211","SECO"
"2.133.612.196","OLK001","2008","62010","SECO"
"2.133.612.196","RSZ001","2003","64200","MAIN"
"2.133.612.196","OLK001","2003","64200","MAIN"
"2.133.612.196","OLK001","2003","32202","SECO"
"2.133.612.196","OLK001","2003","45215","SECO"
"2.133.612.196","OLK001","2003","45310","SECO"
"2.133.612.196","OLK001","2003","72200","SECO"
"2.133.612.196","RSZ001","2008","61100","MAIN"
"2.133.612.394","OLK001","2008","61200","MAIN"
"2.133.612.394","OLK001","2008","26300","SECO"
"2.133.612.394","OLK001","2008","42220","SECO"
"2.133.612.394","OLK001","2008","43211","SECO"
"2.133.612.394","OLK001","2008","62010","SECO"
"2.133.612.394","RSZ001","2003","64200","MAIN"
"2.133.612.394","OLK001","2003","32202","SECO"
"2.133.612.394","OLK001","2003","45215","SECO"
"2.133.612.394","OLK001","2003","45310","SECO"
"2.133.612.394","OLK001","2003","72200","SECO"
"2.133.612.394","RSZ001","2008","61100","MAIN"
"2.133.612.790","OLK001","2008","61200","MAIN"
"2.133.612.790","OLK001","2008","26300","SECO"
"2.133.612.790","OLK001","2008","42220","SECO"
"2.133.612.790","OLK001","2008","43211","SECO"
"2.133.612.790","OLK001","2008","62010","SECO"
"2.133.612.790","RSZ001","2003","64200","MAIN"
"2.133.612.790","OLK001","2003","32202","SECO"
"2.133.612.790","OLK001","2003","45215","SECO"
"2.133.612.790","OLK001","2003","45310","SECO"
"2.133.612.790","OLK001","2003","72200","SECO"
"2.133.612.790","RSZ001","2008","61100","MAIN"
"2.133.613.087","OLK001","2008","61200","MAIN"
"2.133.613.087","OLK001","2008","26300","SECO"
"2.133.613.087","OLK001","2008","42220","SECO"
"2.133.613.087","OLK001","2008","43211","SECO"
"2.133.613.087","OLK001","2008","62010","SECO"
"2.133.613.087","RSZ001","2003","64200","MAIN"
"2.133.613.087","OLK001","2003","64200","MAIN"
"2.133.613.087","OLK001","2003","32202","SECO"
"2.133.613.087","OLK001","2003","45215","SECO"
"2.133.613.087","OLK001","2003","45310","SECO"
"2.133.613.087","OLK001","2003","72200","SECO"
"2.133.613.087","RSZ001","2008","61100","MAIN"
"2.134.034.246","OLK001","2008","61200","MAIN"
"2.134.034.246","OLK001","2008","47410","SECO"
"2.134.034.246","OLK001","2008","4778902","SECO"
"2.134.034.246","OLK001","2008","61100","SECO"
"2.134.034.246","RSZ001","2003","64200","MAIN"
"2.134.034.246","OLK001","2003","52487","SECO"
"2.134.034.246","OLK001","2003","5249803","SECO"
"2.134.034.246","OLK001","2003","64201","SECO"
"2.134.034.246","RSZ001","2008","61100","MAIN"
"2.153.240.048","OLK001","2008","61200","MAIN"
"2.153.240.048","OLK001","2008","4321102","SECO"
"2.153.240.048","OLK001","2008","61100","SECO"
"2.153.240.048","OLK001","2008","6120001","SECO"
"2.153.240.048","OLK001","2008","6120002","SECO"
"2.153.240.048","OLK001","2008","6120004","SECO"
"2.153.240.048","OLK001","2008","82110","SECO"
"2.153.240.048","OLK001","2008","82190","SECO"
"2.153.240.048","OLK001","2003","4531003","SECO"
"2.153.240.048","OLK001","2003","6420001","SECO"
"2.153.240.048","OLK001","2003","6420002","SECO"
"2.153.240.048","OLK001","2003","6420004","SECO"
"2.153.240.048","OLK001","2003","64201","SECO"
"2.153.240.048","OLK001","2003","74851","SECO"
"2.153.240.048","OLK001","2003","74855","SECO"
"2.153.240.048","RSZ001","2008","61100","MAIN"
"2.153.240.147","OLK001","2008","61200","MAIN"
"2.153.240.147","OLK001","2008","61100","SECO"
"2.153.240.147","OLK001","2008","82110","SECO"
"2.153.240.147","OLK001","2008","82190","SECO"
"2.153.240.147","OLK001","2003","64201","SECO"
"2.153.240.147","OLK001","2003","74851","SECO"
"2.153.240.147","OLK001","2003","74855","SECO"
"2.153.240.147","RSZ001","2008","61100","MAIN"
"2.153.240.642","OLK001","2008","61200","MAIN"
"2.153.240.642","OLK001","2008","4321102","SECO"
"2.153.240.642","OLK001","2008","61100","SECO"
"2.153.240.642","OLK001","2008","6120001","SECO"
"2.153.240.642","OLK001","2008","6120002","SECO"
"2.153.240.642","OLK001","2008","6120004","SECO"
"2.153.240.642","OLK001","2008","82110","SECO"
"2.153.240.642","OLK001","2008","82190","SECO"
"2.153.240.642","OLK001","2003","4531003","SECO"
"2.153.240.642","OLK001","2003","6420001","SECO"
"2.153.240.642","OLK001","2003","6420002","SECO"
"2.153.240.642","OLK001","2003","6420004","SECO"
"2.153.240.642","OLK001","2003","64201","SECO"
"2.153.240.642","OLK001","2003","64202","SECO"
"2.153.240.642","OLK001","2003","74851","SECO"
"2.153.240.642","OLK001","2003","74855","SECO"
"2.153.240.642","RSZ001","2008","61100","MAIN"
"2.153.240.741","OLK001","2008","61200","MAIN"
"2.153.240.741","OLK001","2008","4321102","SECO"
"2.153.240.741","OLK001","2008","61100","SECO"
"2.153.240.741","OLK001","2008","6120001","SECO"
"2.153.240.741","OLK001","2008","6120002","SECO"
"2.153.240.741","OLK001","2008","6120004","SECO"
"2.153.240.741","OLK001","2003","4531003","SECO"
"2.153.240.741","OLK001","2003","6420001","SECO"
"2.153.240.741","OLK001","2003","6420002","SECO"
"2.153.240.741","OLK001","2003","6420004","SECO"
"2.153.240.741","OLK001","2003","64201","SECO"
"2.153.240.741","RSZ001","2008","61100","MAIN"
"2.153.240.840","OLK001","2008","61200","MAIN"
"2.153.240.840","OLK001","2008","4321102","SECO"
"2.153.240.840","OLK001","2008","61100","SECO"
"2.153.240.840","OLK001","2008","6120001","SECO"
"2.153.240.840","OLK001","2008","6120002","SECO"
"2.153.240.840","OLK001","2008","6120004","SECO"
"2.153.240.840","OLK001","2003","4531003","SECO"
"2.153.240.840","OLK001","2003","6420001","SECO"
"2.153.240.840","OLK001","2003","6420002","SECO"
"2.153.240.840","OLK001","2003","6420004","SECO"
"2.153.240.840","OLK001","2003","64201","SECO"
"2.153.240.840","RSZ001","2008","61100","MAIN"
"2.153.240.939","OLK001","2008","61200","MAIN"
"2.153.240.939","OLK001","2008","47410","SECO"
"2.153.240.939","OLK001","2008","4778902","SECO"
"2.153.240.939","OLK001","2008","61100","SECO"
"2.153.240.939","OLK001","2003","52487","SECO"
"2.153.240.939","OLK001","2003","5249803","SECO"
"2.153.240.939","OLK001","2003","64201","SECO"
"2.153.240.939","RSZ001","2008","61100","MAIN"
"2.153.241.137","OLK001","2008","61200","MAIN"
"2.153.241.137","OLK001","2008","4321102","SECO"
"2.153.241.137","OLK001","2008","4791002","SECO"
"2.153.241.137","OLK001","2008","61100","SECO"
"2.153.241.137","OLK001","2008","6120001","SECO"
"2.153.241.137","OLK001","2008","6120002","SECO"
"2.153.241.137","OLK001","2008","6120004","SECO"
"2.153.241.137","OLK001","2008","82110","SECO"
"2.153.241.137","OLK001","2008","82190","SECO"
"2.153.241.137","OLK001","2008","82200","SECO"
"2.153.241.137","OLK001","2003","4531003","SECO"
"2.153.241.137","OLK001","2003","5261002","SECO"
"2.153.241.137","OLK001","2003","6420001","SECO"
"2.153.241.137","OLK001","2003","6420002","SECO"
"2.153.241.137","OLK001","2003","6420004","SECO"
"2.153.241.137","OLK001","2003","64201","SECO"
"2.153.241.137","OLK001","2003","74851","SECO"
"2.153.241.137","OLK001","2003","74855","SECO"
